epoch,DICE_metric,accuracy,io_u,loss,val_DICE_metric,val_accuracy,val_io_u,val_loss
149,0.0015418347459495783,0.7488698,0.74925035,0.13414452308850572,0.0026536992001540303,0.7746382,0.77483404,0.12551748785464203
150,0.0019494610905424943,0.7488983,0.74924994,0.13369773650258188,0.00021059925919281042,0.7747001,0.77483404,0.12504963511053255
151,0.0019585325969776876,0.7489296,0.74925023,0.13352853596975275,0.003127835699397523,0.7742346,0.77483404,0.12464083325775231
152,0.0012545409820638453,0.7490397,0.7492471,0.13378534324171132,0.0024017505766390232,0.7741125,0.77483404,0.12838960307485917
153,0.0015270543239281837,0.74906707,0.74925023,0.1330291475816969,0.00011187458958649308,0.77483404,0.77483404,0.12741691148018136
154,0.002584611591967348,0.74899733,0.7492511,0.13318222691459175,0.0011657765598724458,0.7747065,0.77483404,0.12636705981019666
155,0.002048912122321925,0.7490082,0.74925005,0.13341334377051584,0.0022419456826730656,0.77359873,0.77483475,0.12480017411358216
156,0.002356076944239595,0.74898577,0.74925035,0.13350366216942372,0.0008614444099314489,0.7746436,0.77483404,0.1253846278961967
157,0.002938138965116149,0.74867886,0.74925065,0.13313896707351633,0.0048466941759112295,0.77262217,0.7748361,0.1266779925893335
158,0.002608289416668132,0.74897665,0.74925035,0.13283018730210744,0.002876140296678096,0.7735122,0.77483475,0.12539547550327637
159,0.002007367063536611,0.74900544,0.74925035,0.13324880540765674,0.011216217798622337,0.772327,0.774839,0.12686081099159577
160,0.003119730259199481,0.74867463,0.74925035,0.1329254692432699,0.0013590895786830942,0.7746473,0.77483404,0.1263840761693085
161,0.002285035678165678,0.7490282,0.74925023,0.13387739025549777,0.0002861637335736216,0.7747748,0.77483404,0.12423814690726645
162,0.002475504250610425,0.7490038,0.74925023,0.13281978864148752,0.000862106301521764,0.7747675,0.77483475,0.12624401040375233
163,0.0032874778997081426,0.7489488,0.74925065,0.13323493166179057,0.0035261359679566746,0.77470285,0.7748361,0.1255473955808317
164,0.002769377699993578,0.7489985,0.7492508,0.13322091922287319,0.0025684289800467015,0.77383107,0.77483475,0.12459525838494301
